2824	8498	70
3898	2395	56
533	7232	75
1218	1684	54
3816	4270	80
3934	6575	23
158	7910	39
1689	3898	40
1143	4741	98
5104	5608	3
328	1046	65
5687	7146	67
621	6811	81
3708	5871	65
5459	4572	11
5734	3290	53
5123	7375	46
755	8569	35
1919	114	79
4262	5166	60
2325	541	57
3941	6235	26
3544	7832	10
5727	8043	10
5026	6416	3
1649	5575	43
2576	8347	52
384	5117	86
5987	6046	58
2535	8430	23
1474	4757	61
2117	2435	26
1036	1910	61
1462	4529	71
1915	2528	7
349	5720	95
3455	6022	4
844	4142	90
262	8658	68
3659	857	89
3748	5994	4
4855	8084	33
2827	7535	20
4312	3497	48
5409	7991	38
5283	5393	9
3194	4838	54
250	350	89
10	5572	41
2316	5271	65
5675	1211	20
4688	2865	69
5386	802	37
2278	3239	56
5412	2785	86
3442	5968	58
643	7601	43
4915	7774	87
4326	6066	75
5572	4006	49
3832	6022	55
129	2840	84
4919	727	39
3451	4192	74
2328	1268	34
2814	6196	41
4076	8394	6
277	6515	5
2092	4143	60
335	6447	87
29	616	96
5393	320	40
22	1826	58
3225	1674	83
5380	167	14
3101	8190	5
2799	1665	88
4451	5047	87
5315	5485	49
3858	826	90
3262	1101	93
2831	5510	50
1134	6009	60
4394	2760	74
5318	3326	69
662	3024	26
3722	6961	75
4242	5781	28
4517	2055	62
371	3377	66
4589	256	23
3804	3867	18
3531	3948	85
4011	4990	24
3328	6409	2
5790	1225	42
52	1380	69
830	1088	65
3055	1196	26
1206	2947	95
5788	7453	62
3532	5118	4
2152	1974	79
5078	5366	84
5483	7612	28
5676	8679	6
818	3101	28
3859	1097	50
623	4557	27
590	3826	82
1842	2740	22
3625	41	87
1158	5804	95
2434	6197	84
285	6751	60
3902	7215	37
1415	7919	81
1527	5011	4
2282	1218	28
3979	739	24
2985	4483	47
308	7741	10
1310	2895	10
1533	2968	45
177	6372	2
2184	7561	55
4534	6055	37
2175	6652	92
3581	4835	12
3792	3405	12
3500	4040	77
5682	3014	53
1317	255	51
5184	5025	61
4518	1824	14
3863	6484	93
198	5374	54
2341	6411	15
2080	20	9
2540	7797	79
3716	1049	82
3148	2967	10
3223	8441	2
4709	6452	93
4964	3573	20
2792	1231	14
2598	3577	83
3540	5168	89
1710	4826	51
4792	6654	30
1865	8602	48
1334	4112	9
1374	1939	65
4197	8621	99
2318	4217	97
3878	3631	34
1926	4179	11
3228	8736	75
4907	8165	21
796	8538	7
1827	384	42
1658	6604	9
3003	6673	92
2926	188	87
5025	5211	52
5645	6972	59
1492	5021	27
3433	5353	7
4820	595	64
3623	6777	80
3292	7224	17
1581	7705	75
2603	2333	3
1167	1206	83
2293	3326	16
1641	4126	43
723	6867	61
4377	2121	37
206	2595	13
5266	3986	29
1581	2400	4
454	6867	58
2876	3104	9
5909	5301	79
3606	6322	19
1595	3278	57
802	4395	96
5635	20	55
2952	3740	82
5084	5489	78
2043	4873	90
2845	3169	10
4318	40	49
3841	5190	45
1144	2485	58
4543	2508	3
4503	4026	55
2970	1089	51
4327	8491	85
1938	6635	99
2347	5510	19
56	6779	64
2867	6856	77
642	1595	42
5387	1573	45
340	8760	24
2294	7025	5
5720	4285	64
62	3338	74
3154	6758	59
4600	4674	25
4800	3887	50
4303	4182	78
4307	5275	18
2339	320	96
4431	6767	96
4936	5500	62
4046	3966	81
4634	6843	98
4091	6135	50
5268	2061	71
445	1404	56
1295	6811	26
4372	5817	91
2218	3448	62
4126	7724	86
4341	1418	61
1517	7979	86
5769	641	39
4980	1739	60
766	7956	86
3247	3589	83
1625	5443	57
5894	122	82
4892	3608	16
4192	4982	59
94	5272	38
5194	6325	64
3811	2282	14
1862	3651	30
5207	4969	61
5984	4978	18
1109	7710	10
904	2889	47
2258	4158	79
4993	3452	83
5901	6867	4
930	6337	99
2988	5678	61
1305	3882	75
875	397	33
488	1610	14
1189	6491	66
1019	2681	37
5432	2840	67
5743	6994	90
4609	3617	71
1280	29	10
3637	698	73
3512	8059	88
2399	2052	39
5551	5308	91
4136	7176	5
3647	910	69
5945	8080	79
369	5796	79
834	8123	45
5889	1182	42
2374	7920	36
597	966	32
1978	4022	14
253	3125	37
5560	3434	8
859	4779	76
4322	3782	18
1632	8000	60
5003	2705	53
612	3623	91
2757	8552	63
2022	2559	88
2042	236	52
4329	6007	62
5312	1911	51
1463	4577	78
1512	6181	23
3625	3538	69
5131	3374	33
143	8704	9
5450	8945	54
3941	660	53
1124	2783	97
3974	888	74
3523	6505	37
5437	6259	84
392	2449	52
5896	6368	27
728	4680	47
126	1590	24
2615	1020	61
3981	3494	10
5162	7729	74
40	1193	92
826	1348	55
4249	7302	89
2792	5850	36
3782	8777	95
2395	4868	75
4365	7983	11
2652	4150	23
598	3074	70
5982	5006	84
1760	5884	100
2548	2499	10
5882	7859	17
4210	421	97
5166	1218	63
4131	2441	68
128	7801	89
4615	8943	39
4272	2449	72
4111	8934	55
4049	6042	44
3801	7782	60
2772	6229	55
1795	3201	89
137	3584	39
4099	1422	75
1956	864	38
1663	8850	98
2027	6924	92
5863	3498	81
838	3112	30
3740	6642	3
3498	7081	35
2326	2738	78
1304	6484	50
1932	5130	79
2397	7514	57
3055	8187	66
5315	2751	36
4235	1956	78
3694	4622	84
5334	2007	80
4402	8889	87
436	694	7
1930	5152	87
5832	1394	42
621	158	87
4712	4859	58
751	4721	67
793	8518	77
1483	4060	6
1414	1091	99
5561	8804	3
1521	1259	48
670	2617	72
2471	6361	97
1056	6081	84
4525	2846	31
530	8079	72
5640	4642	3
4815	2195	68
2350	5976	91
4537	181	87
5851	8979	21
3708	7744	80
3614	3802	97
1625	436	47
3715	7008	44
2402	4112	94
3316	8237	36
4159	5941	70
849	3306	58
1706	1618	100
3289	3133	38
1477	6576	80
4006	544	81
1412	4934	57
5380	5524	26
5128	5671	31
4219	7343	68
4256	8031	66
5102	751	81
2927	7645	69
3773	1945	35
1240	4716	71
182	8793	98
682	3856	28
2840	7294	79
1014	3797	36
2922	2274	75
287	1823	30
2295	8002	98
5532	4780	37
4035	8009	61
2917	3524	80
4155	7243	79
5748	7104	3
2930	8986	12
956	6911	72
4756	7399	70
710	6021	26
1976	6646	61
4304	6545	30
2782	1939	51
1340	3138	99
3439	7266	10
5070	1418	68
3327	7111	31
1557	4273	22
498	3362	23
4367	2882	10
2682	8322	42
1269	5983	50
867	6398	95
3532	2956	17
4634	7418	69
5012	988	78
3973	7716	92
3254	3163	5
1005	4047	78
1430	4258	80
4565	5544	81
2988	5308	54
3982	3865	49
2540	8686	13
5091	7753	88
3374	6794	55
5928	4104	31
5372	8722	34
3446	6838	54
631	843	69
771	1225	74
850	8147	43
2678	1222	40
209	4470	72
2575	4970	68
3814	760	60
4581	1894	65
2080	8800	97
5939	521	7
2554	48	83
5271	7323	13
1420	6284	63
4352	738	36
5750	5750	56
752	5071	89
3218	7860	64
861	4995	27
5774	6265	20
464	2581	80
2901	8428	51
4438	8778	94
4052	3764	59
5042	3809	5
288	2813	37
159	4355	31
623	5879	13
5203	3957	76
277	7852	70
3535	2136	62
3687	8875	93
3901	8687	50
1955	1374	19
5013	5521	9
3384	1152	79
617	1798	88
1402	1725	95
2282	6739	48
5176	6140	9
2772	4933	44
5496	2276	53
2245	5137	31
3796	3269	60
2362	6285	1
2927	2183	38
2048	8206	28
3278	1888	89
5529	3360	80
3237	7807	51
3966	1282	10
949	2111	43
3308	2172	38
791	888	40
1477	5192	93
1248	7359	33
4681	4532	90
2524	5255	52
2876	96	81
92	8471	47
3086	5681	64
5549	2334	90
5566	3186	68
4062	6110	92
457	868	25
3847	3668	10
4397	312	31
457	4453	24
1243	8961	97
4826	312	64
2624	2586	87
5180	3322	3
1183	1277	64
5883	5245	81
5817	2559	3
2793	5199	50
818	4720	62
2143	6910	22
2966	2598	99
2125	4176	88
2642	8334	58
624	432	66
4631	6191	61
1866	791	25
5781	6467	3
4141	4908	32
4321	5006	99
4445	5638	88
4749	1136	44
109	4870	100
5565	11	60
4765	7221	40
3697	5298	34
1421	1672	99
3892	344	58
2656	1792	87
4932	2926	12
5418	5726	10
4604	8863	26
5563	2102	51
4343	7941	80
4935	1632	70
4477	6774	5
888	809	38
3036	3980	44
4173	5042	54
4794	2529	66
3842	6928	92
2438	7022	29
5	3244	37
3935	2795	51
1347	5560	61
4010	1240	77
472	5207	96
2139	7979	71
4882	842	72
3474	3072	23
3755	6600	2
180	6744	87
2496	7411	68
2131	4292	18
2295	1516	34
473	2480	61
3965	993	9
3898	4539	28
2227	6188	18
1333	8046	68
2943	6650	15
1609	1529	44
2449	6331	64
5034	6403	41
1553	6164	12
3425	6510	75
5629	6140	8
1407	48	70
2186	276	88
2498	1607	87
2207	7098	24
588	5956	55
2429	7740	13
2523	3474	28
5822	8453	60
1987	4174	37
4034	2202	50
1936	3049	86
96	488	35
2328	968	20
3695	6632	71
2563	919	34
3513	2524	44
2981	2098	5
5223	6039	9
1210	6011	72
1444	4830	24
2084	6092	12
2670	6310	53
2286	2793	66
3399	2306	4
4243	8470	4
5850	3354	55
4017	4936	13
5802	6657	88
1761	4018	58
5990	5221	65
1721	6599	90
2739	2564	99
2573	7206	23
992	5710	81
997	4552	80
3842	6850	70
1427	4968	95
215	7720	21
689	5069	70
2281	7344	59
1631	8941	72
73	8615	79
4470	8150	38
4850	2478	56
340	7979	43
4078	3944	30
4637	3146	18
5697	5160	39
1250	6693	19
5256	6546	89
1673	4862	76
4679	4371	55
5168	5149	17
5528	2007	14
4699	8145	91
1868	1733	61
5698	804	55
1196	7095	73
2904	7089	33
185	202	100
4732	4510	18
4371	3902	35
5139	1460	88
4861	6960	12
714	7574	62
3535	2708	9
4312	6112	11
1281	6909	29
5576	1314	80
5954	297	62
5044	749	100
4249	7522	68
2405	3088	84
686	8735	64
4767	7326	6
1542	2147	84
1654	1028	51
5405	2086	64
5270	8577	74
4563	4098	81
4553	4747	37
4887	8814	89
1770	7168	5
1158	5465	73
5058	8820	95
4007	846	25
4706	1603	93
1768	4290	77
669	4197	41
3243	1791	40
3498	4313	50
5229	6488	36
4593	8734	39
3443	3035	66
84	1541	7
5985	5542	45
3559	1731	62
2050	7385	78
2291	1399	98
2768	570	17
4589	5272	82
5696	7274	4
1284	894	76
3778	6252	50
3342	2637	86
5267	570	76
1368	8846	8
4197	4623	5
3059	5469	80
3603	2317	50
1624	4099	73
1635	8445	47
3666	3849	56
5657	1764	26
4590	6297	95
1004	8430	17
3152	3569	57
5185	1833	65
3734	6908	61
1388	4759	15
308	8713	25
3703	833	87
2840	5498	57
855	5152	63
458	4848	45
5844	8300	10
4045	4625	77
3149	2002	25
3013	7597	7
40	6750	85
4821	7002	99
1950	1872	47
2227	5235	11
5997	5022	90
1448	669	14
294	2241	68
31	3298	47
2736	7712	6
1375	5558	46
1646	8121	47
189	2982	61
2337	8321	51
2486	3625	89
2321	1320	79
5558	8159	36
5249	1169	54
1080	1129	19
284	4764	90
3782	7111	59
2160	2417	76
4032	6831	8
825	1617	18
3599	5703	30
5334	8314	41
4138	3267	14
2910	2075	58
4366	7320	88
1108	4068	10
4354	3193	13
2131	5608	8
5607	5465	52
1115	3802	32
1578	3569	52
5096	8245	71
1975	7649	78
2107	5329	37
2082	7333	72
5316	6958	13
2200	6241	23
3561	3091	23
5968	4785	96
200	7191	6
1438	5912	40
1208	6159	87
326	8457	42
3230	7443	28
3198	6285	14
3800	4024	43
4878	5590	78
1531	7890	83
2376	3807	98
4985	6756	84
2732	7045	43
127	4087	21
4202	2513	4
3081	4998	4
3742	8276	23
18	6372	22
3303	1360	3
1809	918	78
1667	3837	64
2452	2254	67
2600	7669	3
1338	1120	48
1071	6900	87
5315	2087	55
761	3220	8
1009	7670	98
5396	5233	19
1985	5341	55
4159	1342	10
37	7666	47
3301	6459	3
4830	2287	87
3599	630	46
348	5195	16
5818	8560	36
2760	5992	31
842	4018	65
3603	8812	79
1803	1984	60
1792	680	70
2869	5022	47
5842	2206	48
4342	1164	95
3643	3876	78
1135	7602	69
5969	8720	16
3048	2397	25
4518	6977	34
4513	1472	53
2959	5607	54
5458	6460	83
2867	6156	6
1563	3205	12
3585	7235	81
5389	7658	74
4254	4359	100
4793	5074	76
1429	5906	40
2139	7356	30
4304	6536	19
5042	6165	34
3426	140	19
2758	4518	30
4557	5628	14
1733	4330	71
2420	8138	97
3597	8521	100
4528	7737	49
1647	7877	16
2740	5260	48
4412	7886	85
2655	2519	98
3296	383	4
438	2643	11
5941	2746	47
1593	6015	67
1197	8600	47
3102	753	31
612	6370	58
2435	1675	13
659	5258	53
2875	6117	36
1249	8597	48
3145	8834	81
5881	8175	41
1086	2176	85
5596	3857	47
963	5943	21
3246	1039	27
485	5695	20
5381	1530	48
3519	3790	5
2360	3807	87
5949	1276	70
2766	2366	75
5924	7911	26
1630	614	8
715	2259	64
1080	1675	61
1430	6228	83
4033	5782	52
2885	59	68
4067	2059	82
3447	1502	36
2442	8144	18
2340	3084	32
1622	6549	17
1484	3401	40
870	3117	31
2060	4268	44
3350	3482	72
5688	3422	52
4277	5737	32
4556	4073	46
1348	1544	24
2542	3067	38
710	8700	2
1136	6493	86
5289	2615	84
1825	1080	35
1998	3917	67
725	4261	60
4529	4116	70
857	1663	70
652	4670	60
826	7274	38
5827	868	82
3969	2350	11
5403	71	34
357	7599	64
4089	8201	59
3102	7710	43
2532	519	70
1383	6557	59
4990	6815	71
905	5277	56
5611	6080	16
5209	1795	92
2363	2044	90
4657	3646	13
2392	3796	2
3542	5981	29
3864	7796	61
4614	8743	87
3254	6910	21
3670	4688	45
2449	1650	19
2906	4687	57
145	4779	15
2576	5811	71
1560	150	84
2738	2352	8
5872	2493	78
948	552	43
5425	4452	47
4556	1254	14
655	7576	53
2484	1448	87
4891	5175	66
4010	2923	71
99	103	6
5076	2284	15
5415	8940	25
2573	8041	6
352	706	37
5121	4000	84
3102	6351	48
3634	4429	45
3514	8214	29
3844	1930	90
5223	5458	4
2726	6072	95
3586	5447	50
1744	8531	88
106	8451	33
4578	3960	81
1800	3921	40
1513	5752	47
480	3133	31
4653	4777	27
3451	7971	18
394	7316	46
896	2082	73
1176	2917	98
2566	3735	49
3855	6847	37
1973	3570	98
1965	6738	8
1496	4896	27
2778	7794	78
2994	4322	18
3624	6397	56
4042	2913	31
3160	5944	98
2647	817	81
2087	8627	56
2727	5247	57
295	3723	6
4709	8475	95
1651	7384	25
3043	2216	89
3710	5249	75
1474	5058	97
995	4030	34
2124	6929	12
3489	2266	11
588	5016	61
2400	6627	84
1594	6865	72
5733	7511	14
4499	946	38
4973	8612	45
1481	932	58
1289	2692	80
3241	3204	95
1849	313	49
1139	1569	26
4331	8699	40
3818	1307	92
4225	727	9
2240	555	68
2821	833	72
1401	1864	54
4660	6515	66
1326	406	33
670	586	21
1250	6848	56
4425	4214	51
4522	7978	69
2168	88	26
3744	5959	15
5195	6237	48
5745	2720	11
1330	2768	95
1772	4439	70
5232	4199	98
332	2605	20
5515	4098	77
5850	1121	90
4051	4689	44
3220	7059	68
1574	858	94
2931	4948	75
2680	3031	87
4803	3492	43
3953	3726	41
5895	8141	1
386	2844	2
405	5923	73
3136	3886	28
5626	3368	80
1022	7865	61
556	3926	53
2013	5017	3
3964	3911	18
5253	330	42
1263	4761	25
5902	5314	36
2083	4975	70
727	2309	94
224	7542	67
5395	8948	55
4932	813	56
5245	7084	69
5429	1922	59
3924	4128	55
975	793	62
4687	5078	70
998	7953	41
4392	992	18
5409	8276	62
107	1899	44
1786	6353	88
3557	1908	69
1795	3024	95
2408	7969	1
2707	4069	69
4707	4773	9
5691	2896	80
4151	4217	81
1185	2037	41
2462	6403	67
4877	8159	1
4999	8931	79
784	4900	31
3150	4080	34
2976	4834	71
5306	622	88
4622	6644	67
3164	7374	7
4031	3625	4
5947	8951	98
2834	1137	95
670	2660	38
3594	1211	65
1768	4735	85
5539	5287	53
4565	2057	66
775	422	84
5706	7669	11
3835	5319	82
4201	1619	9
4835	2211	30
2201	6490	74
2570	3181	98
2851	6909	67
17	5066	52
4399	7121	99
611	1668	40
2868	6525	72
4336	1113	30
4284	5722	49
1416	7645	63
2932	904	76
4205	1664	88
1772	6064	51
2036	2678	80
5271	393	61
1320	2255	56
3521	3304	70
3917	4268	66
3175	4260	77
3329	1948	23
2109	3803	16
3834	794	53
5222	8457	59
5484	5145	2
4785	3928	14
5115	8775	25
1777	5025	64
1023	2842	77
778	6109	34
1086	6315	83
4857	5367	65
3457	5013	88
2119	499	82
3984	7933	49
909	8162	51
5123	590	87
3793	1259	28
1789	7781	21
5621	3026	34
342	1437	15
61	2700	2
2102	8371	94
8	3559	14
255	6524	91
2718	1923	62
2822	7847	6
5879	2917	43
5300	7422	4
4335	8522	87
2757	870	47
2162	4705	33
2391	890	48
475	5391	27
4124	1267	63
2931	3831	36
1594	6612	90
4812	2144	48
1711	7216	14
2710	7350	92
2292	8084	100
4759	5238	18
3519	5100	90
2699	1795	18
475	4169	25
4417	6136	64
5297	7442	8
618	4983	17
1947	4137	24
4616	6841	40
3688	2973	61
616	5934	9
216	8071	92
3988	840	45
5523	4437	66
4580	6276	50
3097	4491	91
2116	4975	36
4727	6157	13
4446	487	14
2277	7844	24
1258	5051	22
1368	1843	32
5775	8622	8
78	6245	42
794	2361	48
5715	1209	60
45	8164	94
5202	1476	79
5538	7316	95
3682	7827	25
5241	1649	22
4459	6123	51
1568	6521	60
3163	5314	69
5732	4421	62
3243	4117	57
2712	5369	50
2777	2398	19
5502	6450	61
4960	1112	11
4561	8049	6
1980	1869	97
1737	8974	68
4901	6030	47
104	199	75
3815	3565	74
4980	2656	55
3068	7792	18
5030	3094	58
2215	586	54
4016	7726	90
4390	5567	78
2635	4885	18
4900	7517	95
2126	4373	7
807	3130	5
145	1237	68
1041	8106	54
3471	4825	93
2429	6128	5
1460	8116	30
5424	4949	60
3791	3673	23
643	2060	7
1950	6180	2
1503	2005	86
4099	1942	95
3080	7119	77
445	7419	50
5818	8938	83
3140	4561	12
1624	5710	31
3749	4645	23
5442	1133	43
5134	797	10
5318	7071	29
1628	7147	58
441	6161	2
5609	8681	8
4029	361	61
613	2897	2
624	2267	79
5982	6067	13
1407	8284	54
2130	8339	46
3795	5024	3
4828	3821	48
4440	825	53
1452	2538	65
1228	667	9
3085	6842	5
2099	1340	85
462	1307	6
3614	8633	27
3805	5184	98
5370	4544	72
2137	1200	51
2857	7929	80
3868	7793	43
5196	3254	79
1415	5216	9
4948	573	64
2225	7801	43
4310	6533	77
5167	396	61
3790	1133	75
569	914	34
4387	887	98
3530	1680	78
4430	2014	97
20	6505	88
332	6500	56
1817	5444	21
1174	4514	73
43	3306	10
3856	2933	1
4672	2872	84
4177	4620	55
2300	3287	68
4912	2310	8
4157	4320	19
2215	6219	10
4945	6560	80
262	2731	43
821	5883	84
4175	8707	79
5222	1097	21
2325	4832	45
3659	528	22
1428	121	12
5262	1568	23
2034	3293	72
2502	6227	53
4072	1547	35
3066	5560	33
2985	2957	57
5072	507	58
1928	5515	6
1018	1886	72
2245	1850	32
2431	2793	74
5415	4529	83
489	7374	50
3335	2663	87
2061	3053	84
1806	5102	76
4601	4203	22
3218	6510	45
3609	8611	75
1152	8606	74
354	7307	51
3819	2297	9
5257	3488	16
4295	2913	28
4732	1825	41
4751	3836	25
2278	2040	48
2217	398	34
2191	8552	58
4937	7091	10
59	5808	86
2053	2711	4
1632	6157	21
4709	590	21
5245	8389	42
3891	2071	14
143	1523	60
5243	2760	83
3371	8600	12
1821	5681	67
1342	8139	65
641	3496	64
2547	1253	14
5131	4267	72
4999	7002	60
4908	1804	32
831	504	80
3547	5290	36
4695	3851	36
2646	7403	7
1182	8361	67
2685	4063	9
3824	5842	72
224	938	87
3994	7885	76
5234	6695	3
5182	570	11
2244	321	75
378	7917	58
4230	8421	11
386	8535	94
2179	7883	23
3667	1462	74
2613	5449	7
5410	6315	38
3838	4037	9
1424	290	93
2629	5679	61
5414	5209	56
3315	8073	26
1857	527	35
3784	6011	80
636	1145	90
2467	827	97
2929	6847	60
1979	7390	84
3641	395	37
2321	3526	26
4061	3489	21
2261	1030	9
831	8378	8
3106	2599	56
67	458	33
17	7747	89
2670	8512	36
1018	8055	18
2360	574	4
3429	4675	30
3553	7574	83
3326	8364	39
2606	6574	54
5422	7549	25
834	3343	32
4392	4458	45
1867	8429	97
318	6929	22
1614	4449	71
5884	5766	74
4766	1318	80
1696	3629	17
5416	414	49
2146	1244	17
5533	5125	28
4462	3093	22
766	8135	48
4979	4549	69
5643	2705	45
5479	8234	54
4185	6935	83
2448	8103	26
3233	2992	86
1797	1320	91
1336	4504	25
4332	8317	27
1140	1832	73
4197	3733	13
3711	2551	52
2081	1331	87
5615	729	24
4065	8085	5
3004	7536	33
537	4305	59
1641	1603	36
3398	7150	9
1134	8764	18
5803	4389	3
2269	2038	16
5942	1275	15
83	6329	31
459	4622	83
273	105	88
2653	8528	75
5833	7019	21
4714	1338	51
630	2843	95
346	300	77
4198	8551	42
3576	8977	61
5785	958	43
3341	6003	7
1669	504	49
1216	6043	7
850	3901	78
1406	7867	72
1916	3697	52
5755	1	33
507	1368	94
5447	7742	8
549	4985	93
3082	4483	88
4674	346	49
557	688	48
1221	5169	99
4914	5513	60
4655	4968	35
2983	458	98
3949	4304	74
197	2903	16
422	7902	54
3716	2430	62
1354	6592	91
182	8065	62
1316	6071	2
4590	2816	45
2124	4592	24
2512	5746	66
2949	47	58
4858	8810	55
2562	5243	21
531	3565	73
3082	6780	27
4908	3267	60
1620	3016	26
114	2234	69
5693	8564	5
814	1347	56
4285	3535	65
719	1323	20
2096	5925	20
1259	7944	34
3368	1226	36
1878	3308	50
821	7470	55
2471	6523	3
1447	7453	11
3428	289	38
1014	3151	84
2753	7930	95
5620	267	54
2059	1643	27
4271	1082	18
1343	1636	33
4493	1759	3
3487	2661	41
4635	7860	62
3653	5825	64
4632	1152	31
4552	4921	55
1874	2134	79
4903	1126	17
5467	973	41
316	3377	29
1979	8089	14
549	8161	92
4216	4330	77
4629	2291	90
3803	7066	18
4735	8643	89
199	2086	49
2617	2557	66
3454	5606	22
2645	3942	67
2089	7384	43
2753	5101	4
3047	1274	72
492	1588	87
5976	5082	52
2724	4065	82
5886	7593	42
5315	2149	32
5407	3562	63
320	8786	81
2882	925	33
5006	3767	21
4559	8429	25
5219	2958	52
2925	7826	10
4505	6180	63
5053	6708	94
1086	2478	91
2519	2341	83
587	8321	25
4343	568	50
2550	5999	54
2606	5492	88
5512	6031	59
2334	5914	96
3817	3197	16
1827	6648	21
5419	3728	89
3236	1397	25
5179	6442	7
5858	8856	35
682	460	44
546	7996	78
1465	5048	56
1642	3654	32
1157	4180	56
5968	3466	100
2895	8704	43
3837	2272	50
4176	5811	11
3356	4640	37
556	3088	98
4780	7402	93
2498	2893	85
3763	1504	36
814	1050	37
222	5685	57
3035	7837	42
3963	4671	78
2908	6004	86
5242	3240	19
3394	2945	11
4056	5431	10
3616	4862	42
1821	2026	38
482	167	30
3938	918	75
5414	5288	63
5029	5250	11
4944	7652	15
671	4190	24
2027	2718	70
1298	1411	11
1674	2411	58
5622	585	27
1115	4105	87
5807	857	12
1644	3447	90
44	4861	90
3869	2429	1
4803	8886	24
1254	8172	74
3559	769	33
2586	2155	56
3636	1306	30
4243	7512	24
3734	2387	27
5058	3870	32
2921	123	38
878	923	83
2465	1124	75
2575	8162	30
2732	6116	8
3351	3611	63
258	1305	82
2252	2565	44
2412	7242	21
568	3372	6
3770	998	63
2179	4797	80
4423	7462	93
24	5114	83
5675	5321	35
3871	1432	67
2694	2275	27
1281	8458	14
425	224	14
1385	7456	21
1843	6954	17
1117	5522	36
1573	1060	81
5526	978	9
1058	7244	2
3487	1364	26
5899	1582	39
5926	1805	100
5268	6177	89
2720	5784	33
704	3590	76
1938	2435	11
5618	1503	83
2361	853	34
3016	5808	9
5048	4461	84
3832	5187	65
3354	285	27
1897	1620	48
3973	1739	5
1668	7961	35
2113	3499	30
1501	4830	53
52	6388	55
3426	8918	79
2449	4076	23
1217	1224	6
1089	3156	84
1777	7947	41
2471	5214	76
2399	3168	22
1932	3917	39
1670	6582	77
2352	5140	81
3696	632	46
3443	8101	29
1945	628	43
2024	3205	33
981	2729	23
220	1494	97
5222	6214	26
302	5051	36
1151	1450	40
3193	4026	93
2959	730	10
2059	6351	89
756	4507	60
1848	2273	88
1746	829	54
4883	7923	100
1056	3665	27
3940	3189	73
3206	6210	75
1676	2372	84
5211	2703	53
268	1127	31
1808	857	30
4699	7714	93
5051	1876	56
1184	6747	9
4949	1592	63
5142	4019	73
692	965	96
3516	2081	96
625	8471	27
2774	6188	92
4743	921	78
1689	8836	44
2199	8792	95
5977	5694	7
474	2684	18
1011	158	64
1754	2998	65
455	8554	88
2148	3413	2
2008	1195	14
188	8419	57
1766	7672	94
4732	4251	34
3996	2192	47
4198	4709	71
286	2188	14
1646	932	23
2343	5367	6
5416	7925	16
3435	3573	62
1733	8775	64
2391	5114	69
4122	520	58
414	2859	86
3917	8868	16
2354	635	20
331	6295	28
2224	4121	92
3170	8797	76
2407	1522	65
3078	6133	11
273	8051	27
1300	1494	43
3822	8808	33
1793	4460	55
2730	2957	48
5732	8077	64
1166	5671	2
1929	7490	88
868	464	44
4716	939	32
3790	7516	64
1736	6517	38
4035	4657	68
3359	5075	23
4557	4759	91
3414	4103	7
2835	2155	13
